,participant,block_num,trial_num,condition,rt,low_opt_feed,mid_opt_feed,high_opt_feed,selected_option,selected_fvalue,difficulty,magnitude,choice,rt_quantile
0,1,4,1,ACE,1.671,33,34,48,E,48,easy,low,3,4
1,1,4,2,ABC,1.29,27,46,37,B,46,hard,low,2,2
2,1,4,3,DEF,1.571,36,43,50,E,43,hard,high,2,3
3,1,4,4,ABC,1.297,31,37,35,C,35,hard,low,3,2
4,1,4,5,BDF,1.917,28,45,62,B,28,easy,high,1,5
5,1,4,6,DEF,0.641,42,51,58,F,58,hard,high,3,1
6,1,4,7,ABC,1.815,32,36,40,C,40,hard,low,3,4
7,1,4,8,DEF,1.132,49,44,41,F,41,hard,high,3,2
8,1,4,9,ABC,1.013,26,34,30,B,34,hard,low,2,1
9,1,4,10,DEF,2.302,51,46,50,D,51,hard,high,1,5
10,1,4,11,ABC,1.576,33,37,29,B,37,hard,low,2,3
11,1,4,12,BDF,1.137,38,45,49,D,45,easy,high,2,3
12,1,4,13,ABC,2.003,33,36,38,B,36,hard,low,2,4
13,1,4,14,ACE,1.219,22,47,52,E,52,easy,low,3,2
14,1,4,15,ABC,2.243,24,42,45,B,42,hard,low,2,5
15,1,4,16,ACE,1.421,26,36,56,E,56,easy,low,3,3
16,1,4,17,ABC,1.652,42,32,38,B,32,hard,low,2,3
17,1,4,18,ACE,1.2,30,32,49,C,32,easy,low,2,2
18,1,4,19,BDF,1.302,32,44,53,D,44,easy,high,2,3
19,1,4,20,ABC,1.331,30,27,35,B,27,hard,low,2,2
20,1,4,21,BDF,1.164,32,43,45,F,45,easy,high,3,3
21,1,4,22,ABC,2.374,28,35,35,C,35,hard,low,3,5
22,1,4,23,ACE,1.904,28,32,42,E,42,easy,low,3,5
23,1,4,24,ABC,2.279,26,34,33,B,34,hard,low,2,5
24,1,4,25,DEF,1.613,38,36,56,D,38,hard,high,1,4
25,1,4,26,ACE,2.81,30,43,55,E,55,easy,low,3,6
26,1,4,27,DEF,0.747,39,48,52,F,52,hard,high,3,2
27,1,4,28,ACE,1.95,28,34,39,E,39,easy,low,3,5
28,1,4,29,DEF,0.726,39,37,60,F,60,hard,high,3,1
29,1,4,30,BDF,1.667,34,51,44,F,44,easy,high,3,4
30,1,4,31,ACE,1.621,36,37,47,E,47,easy,low,3,4
31,1,4,32,DEF,2.659,43,46,51,D,43,hard,high,1,6
32,1,4,33,ACE,2.935,25,32,53,E,53,easy,low,3,6
33,1,4,34,ABC,3.105,31,42,40,B,42,hard,low,2,6
34,1,4,35,ACE,2.003,27,38,51,E,51,easy,low,3,5
35,1,4,36,BDF,1.815,35,43,47,D,43,easy,high,2,5
36,1,4,37,ACE,1.722,30,33,52,E,52,easy,low,3,5
37,1,4,38,ABC,2.631,25,33,35,B,33,hard,low,2,5
38,1,4,39,ACE,1.727,31,33,50,E,50,easy,low,3,5
39,1,4,40,DEF,2.325,43,39,47,F,47,hard,high,3,5
40,1,4,41,ABC,1.228,24,26,39,B,26,hard,low,2,2
41,1,4,42,DEF,2.524,37,50,47,F,47,hard,high,3,6
42,1,4,43,ACE,2.08,21,39,58,C,39,easy,low,2,5
43,1,4,44,DEF,2.084,35,34,55,F,55,hard,high,3,5
44,1,4,45,ACE,3.441,24,41,44,E,44,easy,low,3,6
45,1,4,46,BDF,3.202,28,52,49,D,52,easy,high,2,6
46,1,4,47,ABC,3.851,27,26,43,B,26,hard,low,2,6
47,1,4,48,BDF,1.289,38,42,52,F,52,easy,high,3,3
48,1,4,49,ACE,1.108,32,30,38,E,38,easy,low,3,2
49,1,4,50,BDF,1.495,41,34,57,F,57,easy,high,3,4
50,1,4,51,ABC,2.661,30,39,39,B,39,hard,low,2,5
51,1,4,52,BDF,2.179,39,45,52,F,52,easy,high,3,5
52,1,4,53,ACE,3.041,32,42,52,E,52,easy,low,3,6
53,1,4,54,ABC,1.931,27,33,41,C,41,hard,low,3,4
54,1,4,55,DEF,1.604,43,44,53,F,53,hard,high,3,4
55,1,4,56,ACE,2.935,36,34,42,E,42,easy,low,3,6
56,1,4,57,ABC,2.967,23,31,46,B,31,hard,low,2,5
57,1,4,58,BDF,1.064,32,47,53,F,53,easy,high,3,3
58,1,4,59,DEF,1.251,44,45,56,F,56,hard,high,3,3
59,1,4,60,ABC,2.249,32,43,42,A,32,hard,low,1,5
60,1,4,61,ACE,1.405,28,38,49,E,49,easy,low,3,3
61,1,4,62,BDF,1.21,35,46,45,F,45,easy,high,3,3
62,1,4,63,ACE,1.349,28,39,42,E,42,easy,low,3,3
63,1,4,64,DEF,2.004,33,37,53,D,33,hard,high,1,5
64,1,4,65,ACE,3.521,31,38,50,E,50,easy,low,3,6
65,1,4,66,BDF,1.76,38,44,51,D,44,easy,high,2,4
66,1,4,67,DEF,2.054,41,54,46,D,41,hard,high,1,5
67,1,4,68,ACE,1.393,33,44,54,E,54,easy,low,3,3
68,1,4,69,DEF,2.211,38,47,50,E,47,hard,high,2,5
69,1,4,70,BDF,0.973,27,38,49,F,49,easy,high,3,2
70,1,4,71,ABC,2.625,36,35,40,C,40,hard,low,3,5
71,1,4,72,DEF,1.294,40,43,47,F,47,hard,high,3,3
72,1,4,73,ABC,1.861,39,34,35,B,34,hard,low,2,4
73,1,4,74,BDF,3.014,39,41,48,D,41,easy,high,2,6
74,1,4,75,ABC,2.415,33,29,42,A,33,hard,low,1,5
75,1,4,76,BDF,1.732,33,50,42,F,42,easy,high,3,4
76,1,4,77,DEF,1.666,40,48,43,F,43,hard,high,3,4
77,1,4,78,ACE,1.705,29,38,49,E,49,easy,low,3,4
78,1,4,79,BDF,2.773,31,47,49,F,49,easy,high,3,6
79,1,4,80,ABC,1.039,32,43,36,A,32,hard,low,1,2
80,1,4,81,BDF,2.2,29,45,44,D,45,easy,high,2,5
81,1,4,82,ABC,2.155,32,41,45,B,41,hard,low,2,5
82,1,4,83,DEF,2.026,40,49,54,D,40,hard,high,1,5
83,1,4,84,ACE,1.652,29,43,45,E,45,easy,low,3,4
84,1,4,85,ABC,1.329,35,34,39,B,34,hard,low,2,2
85,1,4,86,DEF,1.895,35,47,48,F,48,hard,high,3,5
86,1,4,87,BDF,1.798,31,42,57,F,57,easy,high,3,4
87,1,4,88,DEF,1.189,37,45,46,F,46,hard,high,3,2
88,1,4,89,ACE,1.838,30,28,50,E,50,easy,low,3,5
89,1,4,90,DEF,4.266,44,41,52,F,52,hard,high,3,6
90,1,4,91,ABC,3.279,34,32,41,C,41,hard,low,3,6
91,1,4,92,ACE,1.782,18,37,46,E,46,easy,low,3,5
92,1,4,94,ACE,0.744,34,43,48,E,48,easy,low,3,1
93,1,4,95,DEF,1.32,40,42,48,E,42,hard,high,2,3
94,1,4,96,ABC,0.859,29,32,29,C,29,hard,low,3,1
95,1,4,97,BDF,0.974,41,45,54,F,54,easy,high,3,2
96,1,4,98,ACE,1.504,40,50,50,C,50,easy,low,2,3
97,1,4,99,BDF,1.886,35,41,40,F,40,easy,high,3,5
98,1,4,100,ACE,1.241,34,37,40,E,40,easy,low,3,3
99,1,4,101,DEF,1.833,36,41,52,F,52,hard,high,3,4
100,1,4,102,ACE,0.84,33,41,47,E,47,easy,low,3,1
101,1,4,103,DEF,1.586,40,45,44,F,44,hard,high,3,4
102,1,4,104,BDF,1.418,28,49,54,F,54,easy,high,3,4
103,1,4,105,ACE,1.618,29,36,51,E,51,easy,low,3,4
104,1,4,106,ABC,2.1,35,37,34,C,34,hard,low,3,4
105,1,4,107,DEF,1.722,41,46,54,F,54,hard,high,3,4
106,1,4,108,BDF,2.4,40,39,51,F,51,easy,high,3,6
107,1,4,109,DEF,2.581,48,43,52,F,52,hard,high,3,6
108,1,4,110,ACE,1.403,23,36,41,E,41,easy,low,3,3
109,1,4,111,ABC,1.845,20,31,42,C,42,hard,low,3,4
110,1,4,112,DEF,2.682,50,44,59,F,59,hard,high,3,6
111,1,4,113,BDF,2.053,39,38,53,F,53,easy,high,3,5
112,1,4,114,DEF,1.87,37,50,47,F,47,hard,high,3,4
113,1,4,115,BDF,2.049,36,43,49,F,49,easy,high,3,5
114,1,4,116,ACE,3.076,28,37,47,E,47,easy,low,3,6
115,1,4,117,BDF,1.55,31,48,53,F,53,easy,high,3,4
116,1,4,118,DEF,1.929,37,44,55,F,55,hard,high,3,5
117,1,4,119,ABC,1.351,34,32,33,C,33,hard,low,3,2
118,1,4,120,BDF,1.59,40,42,59,F,59,easy,high,3,4
119,1,4,121,ACE,1.516,26,38,43,E,43,easy,low,3,4
120,1,4,122,DEF,1.038,45,42,49,D,45,hard,high,1,2
121,1,4,123,BDF,0.71,36,39,54,F,54,easy,high,3,1
122,1,4,124,DEF,0.817,40,53,42,F,42,hard,high,3,2
123,1,4,125,ABC,1.488,38,29,39,C,39,hard,low,3,3
124,1,4,126,BDF,1.603,25,42,44,F,44,easy,high,3,4
125,1,4,127,ABC,3.205,37,38,36,B,38,hard,low,2,6
126,1,4,128,ACE,1.305,30,46,43,E,43,easy,low,3,3
127,1,4,129,BDF,0.9,30,46,56,F,56,easy,high,3,2
128,1,4,130,ABC,0.876,37,22,37,C,37,hard,low,3,1
129,1,4,131,ACE,1.025,27,41,46,E,46,easy,low,3,2
130,1,4,132,DEF,0.969,42,47,51,E,47,hard,high,2,2
131,1,4,133,ACE,1.233,31,31,43,E,43,easy,low,3,2
132,1,4,134,DEF,0.579,47,48,53,F,53,hard,high,3,1
133,1,4,135,BDF,0.937,37,41,38,F,38,easy,high,3,2
134,1,4,136,ABC,1.971,36,33,38,C,38,hard,low,3,4
135,1,4,137,DEF,1.571,41,47,51,F,51,hard,high,3,3
136,1,4,138,ACE,2.023,37,34,51,E,51,easy,low,3,5
137,1,4,139,ABC,1.32,24,30,45,C,45,hard,low,3,2
138,1,4,140,BDF,1.432,35,47,50,F,50,easy,high,3,4
139,1,4,141,ACE,1.569,29,40,43,E,43,easy,low,3,4
140,1,4,142,BDF,1.963,35,46,56,F,56,easy,high,3,5
141,1,4,143,ABC,2.138,27,38,33,B,38,hard,low,2,4
142,1,4,144,ACE,1.611,29,44,49,E,49,easy,low,3,4
143,1,4,145,DEF,1.404,39,41,55,E,41,hard,high,2,3
144,1,4,146,BDF,0.907,27,49,58,F,58,easy,high,3,2
145,1,4,147,ABC,3.199,31,34,48,C,48,hard,low,3,6
146,1,4,148,BDF,1.032,35,44,48,F,48,easy,high,3,3
147,1,4,149,ACE,1.628,34,40,41,E,41,easy,low,3,4
148,1,4,150,ABC,1.604,33,33,34,A,33,hard,low,1,3
149,1,4,151,DEF,1.581,39,48,50,F,50,hard,high,3,4
150,1,4,152,ABC,1.66,35,30,40,C,40,hard,low,3,3
151,1,4,153,DEF,1.292,46,38,54,F,54,hard,high,3,3
152,1,4,154,BDF,2.126,29,35,43,F,43,easy,high,3,5
153,1,4,155,ACE,1.271,23,36,55,E,55,easy,low,3,3
154,1,4,156,DEF,1.47,44,39,51,F,51,hard,high,3,3
155,1,4,157,ACE,1.129,25,43,49,C,43,easy,low,2,2
156,1,4,158,ABC,1.431,30,37,44,C,44,hard,low,3,3
157,1,4,159,DEF,1.332,48,40,50,F,50,hard,high,3,3
158,1,4,160,ABC,2.828,27,30,41,C,41,hard,low,3,5
159,1,4,161,BDF,0.787,40,54,49,F,49,easy,high,3,1
160,1,4,162,ACE,1.599,35,44,44,E,44,easy,low,3,4
161,1,4,163,ABC,1.406,25,33,36,B,33,hard,low,2,2
162,1,4,164,DEF,1.408,42,40,49,F,49,hard,high,3,3
163,1,4,165,BDF,2.07,30,36,52,D,36,easy,high,2,5
164,1,4,166,ACE,1.044,39,37,52,C,37,easy,low,2,2
165,1,4,167,ABC,1.672,22,29,39,C,39,hard,low,3,3
166,1,4,168,DEF,1.057,41,44,50,F,50,hard,high,3,2
167,1,4,169,ACE,1.616,21,35,45,E,45,easy,low,3,4
168,1,4,170,BDF,0.91,31,47,43,F,43,easy,high,3,2
169,1,4,171,DEF,2.285,43,46,45,F,45,hard,high,3,5
170,1,4,172,BDF,0.917,28,43,51,F,51,easy,high,3,2
171,1,4,173,ACE,1.514,28,47,45,E,45,easy,low,3,3
172,1,4,174,BDF,1.055,25,41,46,F,46,easy,high,3,3
173,1,4,175,DEF,1.795,37,42,48,F,48,hard,high,3,4
174,1,4,176,BDF,0.969,34,34,50,F,50,easy,high,3,2
175,1,4,177,DEF,2.745,48,46,47,F,47,hard,high,3,6
176,1,4,178,BDF,3.108,30,42,55,F,55,easy,high,3,6
177,1,4,179,DEF,2.505,30,45,48,F,48,hard,high,3,6
178,1,4,180,BDF,1.876,33,32,57,F,57,easy,high,3,5
179,1,4,181,ABC,3.5,25,36,31,C,31,hard,low,3,6
180,1,4,182,BDF,1.404,40,46,45,F,45,easy,high,3,4
181,1,4,183,ABC,3.138,26,36,35,C,35,hard,low,3,6
182,1,4,184,DEF,1.044,46,48,46,F,46,hard,high,3,2
183,1,4,185,ACE,2.229,29,26,53,E,53,easy,low,3,5
184,1,4,186,BDF,3.027,24,45,48,F,48,easy,high,3,6
185,1,4,187,DEF,1.759,39,46,55,F,55,hard,high,3,4
186,1,4,188,ABC,1.779,38,37,41,B,37,hard,low,2,4
187,1,4,189,DEF,1.206,40,45,45,F,45,hard,high,3,2
188,1,4,190,BDF,0.769,38,38,51,F,51,easy,high,3,1
189,1,4,191,ACE,1.751,34,32,51,E,51,easy,low,3,5
190,1,4,192,BDF,2.016,33,33,41,F,41,easy,high,3,5
191,1,4,193,ABC,1.542,26,37,39,A,26,hard,low,1,3
192,1,4,194,ACE,1.486,31,40,47,E,47,easy,low,3,3
193,1,4,195,DEF,0.979,38,40,46,E,40,hard,high,2,2
194,1,4,196,BDF,0.832,36,44,47,F,47,easy,high,3,2
195,1,4,197,ACE,1.268,35,42,49,E,49,easy,low,3,3
196,1,4,198,ABC,1.519,31,44,37,C,37,hard,low,3,3
197,1,4,199,BDF,0.943,31,36,46,F,46,easy,high,3,2
198,1,4,200,ABC,2.355,29,34,31,B,34,hard,low,2,5
199,2,4,1,BDF,1.733,27,47,51,F,51,easy,high,3,5
200,2,4,2,ABC,1.943,31,30,42,B,30,hard,low,2,6
201,2,4,3,ACE,2.074,33,28,39,C,28,easy,low,2,5
202,2,4,4,DEF,1.554,44,52,51,F,51,hard,high,3,5
203,2,4,5,ACE,2.516,28,36,47,E,47,easy,low,3,6
204,2,4,6,ABC,1.42,25,29,43,A,25,hard,low,1,4
205,2,4,7,ACE,1.042,32,40,47,C,40,easy,low,2,2
206,2,4,8,ABC,1.955,23,25,29,B,25,hard,low,2,6
207,2,4,9,BDF,2.019,38,45,45,F,45,easy,high,3,6
208,2,4,10,ACE,1.498,28,35,54,E,54,easy,low,3,5
209,2,4,11,ABC,1.846,31,39,33,C,33,hard,low,3,5
210,2,4,12,DEF,1.84,48,50,46,F,46,hard,high,3,6
211,2,4,13,ACE,0.709,32,44,46,E,46,easy,low,3,1
212,2,4,14,BDF,2.408,29,37,45,F,45,easy,high,3,6
213,2,4,15,DEF,1.068,40,40,46,E,40,hard,high,2,4
214,2,4,16,BDF,1.142,34,42,50,F,50,easy,high,3,4
215,2,4,17,ACE,1.32,26,39,40,A,26,easy,low,1,4
216,2,4,18,DEF,1.633,50,41,46,F,46,hard,high,3,5
217,2,4,19,ACE,1.402,26,41,42,E,42,easy,low,3,4
218,2,4,20,DEF,1.064,44,38,49,E,38,hard,high,2,4
219,2,4,21,ABC,1.552,39,22,44,B,22,hard,low,2,5
220,2,4,22,ACE,2.736,36,41,52,C,41,easy,low,2,6
221,2,4,23,BDF,1.091,32,41,50,F,50,easy,high,3,4
222,2,4,24,ACE,2.16,29,43,51,E,51,easy,low,3,6
223,2,4,25,BDF,1.136,34,41,57,F,57,easy,high,3,4
224,2,4,26,DEF,0.705,36,55,54,F,54,hard,high,3,2
225,2,4,27,ABC,1.464,29,38,34,C,34,hard,low,3,4
226,2,4,28,BDF,0.996,32,43,41,F,41,easy,high,3,4
227,2,4,29,DEF,1.334,44,49,50,F,50,hard,high,3,4
228,2,4,30,ACE,1.316,26,39,47,E,47,easy,low,3,4
229,2,4,31,BDF,0.838,33,49,52,F,52,easy,high,3,3
230,2,4,32,DEF,0.654,50,47,41,F,41,hard,high,3,2
231,2,4,33,BDF,1.815,31,41,58,F,58,easy,high,3,6
232,2,4,34,ACE,1.109,35,41,45,E,45,easy,low,3,3
233,2,4,35,ABC,1.369,30,43,41,C,41,hard,low,3,4
234,2,4,36,ACE,1.18,27,39,46,E,46,easy,low,3,3
235,2,4,37,ABC,1.481,29,39,29,C,29,hard,low,3,4
236,2,4,38,BDF,0.967,29,39,49,F,49,easy,high,3,3
237,2,4,39,DEF,0.738,39,51,52,F,52,hard,high,3,2
238,2,4,40,BDF,1.103,40,45,55,F,55,easy,high,3,4
239,2,4,41,ACE,1.192,35,31,53,E,53,easy,low,3,4
240,2,4,42,BDF,0.897,38,46,54,F,54,easy,high,3,3
241,2,4,43,ABC,1.5,28,34,36,B,34,hard,low,2,4
242,2,4,44,BDF,2.333,41,35,57,F,57,easy,high,3,6
243,2,4,45,DEF,0.717,43,46,62,F,62,hard,high,3,2
244,2,4,46,ABC,1.544,34,30,42,B,30,hard,low,2,5
245,2,4,47,DEF,0.85,40,49,54,F,54,hard,high,3,3
246,2,4,48,ACE,1.617,33,35,45,E,45,easy,low,3,5
247,2,4,49,ABC,1.49,24,35,37,C,37,hard,low,3,4
248,2,4,50,DEF,0.842,38,53,54,F,54,hard,high,3,3
249,2,4,51,ABC,1.333,31,29,38,C,38,hard,low,3,3
250,2,4,52,DEF,0.648,32,50,50,F,50,hard,high,3,2
251,2,4,53,ACE,0.907,34,30,43,E,43,easy,low,3,2
252,2,4,54,ABC,1.002,35,27,40,C,40,hard,low,3,1
253,2,4,55,ACE,1.124,33,40,48,E,48,easy,low,3,3
254,2,4,56,ABC,1.097,32,35,40,B,35,hard,low,2,2
255,2,4,57,ACE,1.084,26,34,46,E,46,easy,low,3,3
256,2,4,58,BDF,0.732,37,41,52,F,52,easy,high,3,2
257,2,4,59,ABC,1.117,34,36,31,C,31,hard,low,3,2
258,2,4,60,DEF,0.657,39,58,59,F,59,hard,high,3,2
259,2,4,61,ACE,1.188,37,38,37,E,37,easy,low,3,3
260,2,4,62,DEF,1.682,44,49,59,F,59,hard,high,3,6
261,2,4,63,ABC,1.156,22,35,35,C,35,hard,low,3,2
262,2,4,64,BDF,0.695,32,46,46,F,46,easy,high,3,2
263,2,4,65,ACE,1.118,33,50,44,E,44,easy,low,3,3
264,2,4,66,DEF,0.687,37,48,42,F,42,hard,high,3,2
265,2,4,67,ABC,1.329,24,34,30,C,30,hard,low,3,3
266,2,4,68,BDF,1.01,36,42,54,F,54,easy,high,3,4
267,2,4,69,ABC,1.06,28,31,38,C,38,hard,low,3,2
268,2,4,70,DEF,0.617,42,53,48,F,48,hard,high,3,1
269,2,4,71,ACE,2.167,34,44,44,E,44,easy,low,3,6
270,2,4,72,BDF,0.867,33,48,49,F,49,easy,high,3,3
271,2,4,73,ACE,1.168,37,45,40,E,40,easy,low,3,3
272,2,4,74,ABC,1.294,40,35,32,C,32,hard,low,3,3
273,2,4,75,ACE,2.189,31,36,51,C,36,easy,low,2,6
274,2,4,76,ABC,1.664,25,32,38,C,38,hard,low,3,5
275,2,4,77,BDF,0.913,39,43,48,F,48,easy,high,3,3
276,2,4,78,DEF,0.792,33,55,44,F,44,hard,high,3,3
277,2,4,79,BDF,1.203,33,43,49,F,49,easy,high,3,5
278,2,4,80,ACE,1.268,25,38,47,E,47,easy,low,3,4
279,2,4,81,ABC,1.188,23,37,46,C,46,hard,low,3,2
280,2,4,82,ACE,1.104,37,37,37,E,37,easy,low,3,3
281,2,4,83,ABC,1.341,27,34,45,C,45,hard,low,3,3
282,2,4,84,ACE,1.112,31,43,44,E,44,easy,low,3,3
283,2,4,85,DEF,3.448,35,49,51,F,51,hard,high,3,6
284,2,4,86,ACE,1.135,28,38,50,E,50,easy,low,3,3
285,2,4,87,ABC,0.962,38,30,40,C,40,hard,low,3,1
286,2,4,88,ACE,0.946,27,33,36,E,36,easy,low,3,2
287,2,4,89,DEF,1.512,42,44,56,E,44,hard,high,2,5
288,2,4,90,BDF,1.722,35,36,47,F,47,easy,high,3,5
289,2,4,91,DEF,1.554,46,48,46,F,46,hard,high,3,5
290,2,4,92,ABC,1.228,33,30,38,C,38,hard,low,3,2
291,2,4,93,BDF,1.255,31,46,50,F,50,easy,high,3,5
292,2,4,94,ABC,1.349,34,25,39,C,39,hard,low,3,4
293,2,4,95,DEF,1.56,40,41,38,E,41,hard,high,2,5
294,2,4,96,ACE,1.476,30,39,47,C,39,easy,low,2,4
295,2,4,97,ABC,1.245,32,46,35,C,35,hard,low,3,3
296,2,4,98,BDF,1.022,27,45,44,F,44,easy,high,3,4
297,2,4,99,ACE,0.901,32,37,45,E,45,easy,low,3,2
298,2,4,100,BDF,1.062,34,49,53,F,53,easy,high,3,4
299,2,4,101,ABC,1.327,29,40,36,C,36,hard,low,3,3
300,2,4,102,DEF,1.402,40,45,45,E,45,hard,high,2,5
301,2,4,103,BDF,1.044,36,49,48,F,48,easy,high,3,4
302,2,4,104,DEF,1.14,45,50,57,E,50,hard,high,2,4
303,2,4,105,BDF,0.917,34,37,49,F,49,easy,high,3,3
304,2,4,106,DEF,1.057,33,43,55,F,55,hard,high,3,4
305,2,4,107,ACE,1.029,33,32,39,C,32,easy,low,2,2
306,2,4,108,ABC,0.998,21,28,45,C,45,hard,low,3,1
307,2,4,109,BDF,0.74,32,38,49,F,49,easy,high,3,3
308,2,4,110,ACE,1.146,30,32,45,E,45,easy,low,3,3
309,2,4,111,ABC,1.317,18,44,41,C,41,hard,low,3,3
310,2,4,112,DEF,1.422,48,48,52,F,52,hard,high,3,5
311,2,4,113,BDF,1.638,31,40,53,F,53,easy,high,3,5
312,2,4,114,DEF,0.778,54,41,55,F,55,hard,high,3,3
313,2,4,115,BDF,0.773,36,42,50,F,50,easy,high,3,3
314,2,4,116,ABC,0.875,31,37,42,C,42,hard,low,3,1
315,2,4,117,DEF,0.819,47,44,44,F,44,hard,high,3,3
316,2,4,118,ACE,1.262,27,26,43,C,26,easy,low,2,4
317,2,4,119,DEF,0.935,40,38,56,F,56,hard,high,3,3
318,2,4,120,ABC,1.264,38,37,35,C,35,hard,low,3,3
319,2,4,121,DEF,0.982,45,46,48,F,48,hard,high,3,3
320,2,4,122,ACE,1.485,29,40,50,E,50,easy,low,3,5
321,2,4,123,DEF,1.115,43,47,43,F,43,hard,high,3,4
322,2,4,124,BDF,0.822,39,37,42,F,42,easy,high,3,3
323,2,4,125,DEF,1.084,42,50,55,E,50,hard,high,2,4
324,2,4,126,BDF,0.696,30,47,48,F,48,easy,high,3,2
325,2,4,127,DEF,1.037,30,42,49,E,42,hard,high,2,3
326,2,4,128,BDF,0.881,40,41,51,F,51,easy,high,3,3
327,2,4,129,ACE,0.999,30,39,42,E,42,easy,low,3,2
328,2,4,130,ABC,1.128,25,36,33,B,36,hard,low,2,2
329,2,4,131,DEF,1.655,36,34,58,E,34,hard,high,2,6
330,2,4,132,ACE,1.217,31,35,51,E,51,easy,low,3,4
331,2,4,133,ABC,1.578,31,35,36,B,35,hard,low,2,5
332,2,4,134,DEF,1.381,34,43,52,E,43,hard,high,2,4
333,2,4,135,ABC,1.27,34,31,46,B,31,hard,low,2,3
334,2,4,136,DEF,0.658,41,56,47,F,47,hard,high,3,2
335,2,4,137,ACE,1.106,27,47,42,E,42,easy,low,3,3
336,2,4,138,DEF,0.56,39,43,40,F,40,hard,high,3,1
337,2,4,139,ACE,0.885,24,35,45,C,35,easy,low,2,2
338,2,4,140,DEF,1.184,48,43,52,F,52,hard,high,3,4
339,2,4,141,BDF,0.54,28,51,47,F,47,easy,high,3,1
340,2,4,142,ACE,2.075,28,37,44,C,37,easy,low,2,6
341,2,4,143,BDF,0.721,34,44,53,F,53,easy,high,3,2
342,2,4,144,ABC,1.212,20,33,32,B,33,hard,low,2,2
343,2,4,145,ACE,1.085,29,34,41,E,41,easy,low,3,3
344,2,4,146,ABC,1.724,33,33,37,B,33,hard,low,2,5
345,2,4,147,DEF,0.63,39,46,49,F,49,hard,high,3,1
346,2,4,148,ABC,1.248,22,29,33,B,29,hard,low,2,3
347,2,4,149,BDF,0.665,37,46,47,F,47,easy,high,3,2
348,2,4,150,ACE,1.193,26,33,46,E,46,easy,low,3,4
349,2,4,151,ABC,1.483,30,43,41,C,41,hard,low,3,4
350,2,4,152,BDF,0.571,38,47,52,F,52,easy,high,3,2
351,2,4,153,ABC,1.127,29,32,43,C,43,hard,low,3,2
352,2,4,154,DEF,1.409,35,49,48,E,49,hard,high,2,5
353,2,4,155,ABC,1.307,25,35,42,A,25,hard,low,1,3
354,2,4,156,BDF,0.76,33,37,53,F,53,easy,high,3,3
355,2,4,157,DEF,0.775,38,51,51,F,51,hard,high,3,2
356,2,4,158,ABC,1.275,21,36,44,C,44,hard,low,3,3
357,2,4,159,BDF,0.784,28,39,47,F,47,easy,high,3,3
358,2,4,160,ABC,1.402,24,33,36,B,33,hard,low,2,4
359,2,4,161,DEF,0.646,47,45,56,F,56,hard,high,3,1
360,2,4,162,BDF,0.734,30,38,50,F,50,easy,high,3,2
361,2,4,163,ABC,1.779,36,28,43,B,28,hard,low,2,5
362,2,4,164,BDF,0.564,32,41,45,F,45,easy,high,3,1
363,2,4,165,DEF,1.013,41,42,54,E,42,hard,high,2,3
364,2,4,166,ACE,0.938,36,48,43,E,43,easy,low,3,2
365,2,4,167,ABC,1.1,42,42,38,B,42,hard,low,2,2
366,2,4,168,DEF,0.662,42,52,53,F,53,hard,high,3,2
367,2,4,169,ABC,0.834,30,41,39,C,39,hard,low,3,1
368,2,4,170,BDF,0.642,31,40,43,F,43,easy,high,3,2
369,2,4,171,ABC,0.902,27,42,34,C,34,hard,low,3,1
370,2,4,172,ACE,0.776,32,37,39,E,39,easy,low,3,1
371,2,4,173,ABC,1.498,32,26,40,C,40,hard,low,3,4
372,2,4,174,BDF,0.706,35,52,48,F,48,easy,high,3,2
373,2,4,175,DEF,0.595,43,48,60,F,60,hard,high,3,1
374,2,4,176,ACE,0.886,39,37,45,E,45,easy,low,3,2
375,2,4,177,DEF,0.465,44,40,51,F,51,hard,high,3,1
376,2,4,178,BDF,0.649,39,45,53,F,53,easy,high,3,2
377,2,4,179,ABC,1.059,30,40,37,C,37,hard,low,3,1
378,2,4,180,ACE,0.771,27,41,52,E,52,easy,low,3,1
379,2,4,181,BDF,0.59,38,38,43,F,43,easy,high,3,2
380,2,4,182,DEF,0.529,45,44,47,F,47,hard,high,3,1
381,2,4,183,ACE,0.758,29,47,48,E,48,easy,low,3,1
382,2,4,184,BDF,0.5,36,34,55,F,55,easy,high,3,1
383,2,4,185,ABC,1.198,30,31,36,C,36,hard,low,3,2
384,2,4,186,DEF,0.955,39,47,51,F,51,hard,high,3,3
385,2,4,187,BDF,0.489,33,38,45,F,45,easy,high,3,1
386,2,4,188,ACE,0.738,36,34,41,E,41,easy,low,3,1
387,2,4,189,DEF,0.865,43,54,50,F,50,hard,high,3,3
388,2,4,190,ACE,0.84,26,31,46,E,46,easy,low,3,2
389,2,4,191,BDF,0.45,37,42,56,F,56,easy,high,3,1
390,2,4,192,ACE,0.644,35,39,49,E,49,easy,low,3,1
391,2,4,193,ABC,1.514,23,37,42,C,42,hard,low,3,4
392,2,4,194,BDF,0.56,26,51,46,F,46,easy,high,3,1
393,2,4,195,DEF,0.93,44,48,51,F,51,hard,high,3,3
394,2,4,196,BDF,0.844,24,36,44,F,44,easy,high,3,3
395,2,4,197,ACE,1.19,28,42,49,C,42,easy,low,2,4
396,2,4,198,BDF,0.466,38,46,53,F,53,easy,high,3,1
