,participant,block_num,trial_num,condition,rt,low_opt_feed,mid_opt_feed,high_opt_feed,selected_option,selected_fvalue,difficulty,magnitude,choice,rt_quantile
6632,34,4,55,DEF,1.688,39,49,58,F,58,hard,high,3,5
6633,34,4,56,ABC,3.169,18,35,44,B,35,hard,low,2,6
6634,34,4,57,ACE,1.514,30,34,36,C,34,easy,low,2,2
6635,34,4,58,ABC,1.699,35,40,32,B,40,hard,low,2,3
6636,34,4,59,DEF,1.38,48,48,55,F,55,hard,high,3,4
6637,34,4,60,ABC,2.324,27,28,40,B,28,hard,low,2,4
6638,34,4,61,BDF,2.178,43,46,41,F,41,easy,high,3,5
6639,34,4,62,ABC,3.125,33,34,43,B,34,hard,low,2,6
6640,34,4,63,BDF,1.359,35,36,56,F,56,easy,high,3,3
6641,34,4,64,DEF,1.381,41,39,51,F,51,hard,high,3,4
6642,34,4,65,ABC,2.464,34,33,42,B,33,hard,low,2,5
6643,34,4,66,ACE,2.474,27,34,39,C,34,easy,low,2,5
6644,34,4,67,ABC,2.494,33,29,38,C,38,hard,low,3,5
6645,34,4,68,DEF,1.198,48,44,51,F,51,hard,high,3,3
6646,34,4,69,ACE,2.636,30,35,42,E,42,easy,low,3,5
6647,34,4,70,BDF,2.322,38,46,53,F,53,easy,high,3,5
6648,34,4,71,DEF,2.09,40,46,51,F,51,hard,high,3,5
6649,34,4,72,BDF,1.688,41,42,48,F,48,easy,high,3,4
6650,34,4,73,ABC,3.13,24,31,41,C,41,hard,low,3,6
6651,34,4,74,BDF,2.907,32,45,51,F,51,easy,high,3,6
6652,34,4,75,DEF,1.189,42,52,52,F,52,hard,high,3,3
6653,34,4,76,ABC,1.968,37,36,41,C,41,hard,low,3,3
6654,34,4,77,ACE,1.868,33,36,43,E,43,easy,low,3,4
6655,34,4,78,DEF,1.224,38,47,45,F,45,hard,high,3,3
6656,34,4,79,ABC,2.208,29,41,45,C,45,hard,low,3,4
6657,34,4,80,BDF,2.464,32,42,48,D,42,easy,high,2,5
6658,34,4,81,ACE,2.306,24,37,53,E,53,easy,low,3,5
6659,34,4,82,ABC,1.948,28,29,38,C,38,hard,low,3,3
6660,34,4,83,ACE,2.667,27,33,47,C,33,easy,low,2,5
6661,34,4,84,DEF,1.27,45,48,52,F,52,hard,high,3,4
6662,34,4,85,BDF,3.035,39,35,45,F,45,easy,high,3,6
6663,34,4,86,ACE,1.779,21,37,42,E,42,easy,low,3,3
6664,34,4,87,DEF,1.211,42,40,40,F,40,hard,high,3,3
6665,34,4,88,ABC,2.264,36,37,39,C,39,hard,low,3,4
6666,34,4,89,DEF,0.972,41,56,42,F,42,hard,high,3,2
6667,34,4,90,ABC,1.534,32,33,34,C,34,hard,low,3,2
6668,34,4,91,DEF,1.251,44,38,46,F,46,hard,high,3,4
6669,34,4,92,ABC,2.31,30,39,39,B,39,hard,low,2,4
6670,34,4,93,DEF,1.019,38,47,52,F,52,hard,high,3,2
6671,34,4,94,ABC,1.668,36,33,37,C,37,hard,low,3,3
6672,34,4,95,DEF,1.095,36,43,47,F,47,hard,high,3,3
6673,34,4,96,ABC,1.713,35,33,39,C,39,hard,low,3,3
6674,34,4,97,DEF,0.799,37,41,51,F,51,hard,high,3,1
6675,34,4,98,BDF,0.694,25,43,49,F,49,easy,high,3,1
6676,34,4,99,ACE,1.994,42,36,46,E,46,easy,low,3,4
6677,34,4,100,BDF,1.318,37,47,50,F,50,easy,high,3,3
6678,34,4,101,DEF,1.396,44,37,50,F,50,hard,high,3,4
6679,34,4,102,ACE,2.682,39,40,51,E,51,easy,low,3,6
6680,34,4,103,ABC,1.539,31,36,42,B,36,hard,low,2,2
6681,34,4,104,ACE,1.974,34,41,44,E,44,easy,low,3,4
6682,34,4,105,ABC,2.0,35,41,31,C,31,hard,low,3,4
6683,34,4,106,ACE,1.694,23,38,41,E,41,easy,low,3,3
6684,34,4,107,BDF,1.741,24,49,51,B,24,easy,high,1,4
6685,34,4,108,ACE,1.2,31,34,49,E,49,easy,low,3,1
6686,34,4,109,BDF,1.318,35,46,52,F,52,easy,high,3,3
6687,34,4,110,ACE,1.502,28,44,44,E,44,easy,low,3,2
6688,34,4,111,BDF,1.213,32,35,52,F,52,easy,high,3,2
6689,34,4,112,DEF,0.884,47,48,55,F,55,hard,high,3,2
6690,34,4,113,BDF,1.003,33,30,54,F,54,easy,high,3,2
6691,34,4,114,ABC,1.372,32,27,46,C,46,hard,low,3,1
6692,34,4,115,BDF,0.718,46,51,50,F,50,easy,high,3,1
6693,34,4,116,ACE,2.136,21,30,51,E,51,easy,low,3,4
6694,34,4,117,BDF,0.755,37,43,47,F,47,easy,high,3,1
6695,34,4,118,ABC,1.877,29,31,31,C,31,hard,low,3,3
6696,34,4,119,ACE,1.365,33,37,42,E,42,easy,low,3,2
6697,34,4,120,DEF,0.945,37,41,58,F,58,hard,high,3,2
6698,34,4,121,ABC,2.65,25,31,45,C,45,hard,low,3,5
6699,34,4,122,DEF,1.286,49,48,52,F,52,hard,high,3,4
6700,34,4,123,ABC,1.666,32,26,44,C,44,hard,low,3,2
6701,34,4,124,BDF,1.429,37,34,54,F,54,easy,high,3,3
6702,34,4,125,ACE,2.741,23,38,41,E,41,easy,low,3,6
6703,34,4,126,DEF,0.887,40,49,56,F,56,hard,high,3,2
6704,34,4,127,ACE,1.122,31,41,46,E,46,easy,low,3,1
6705,34,4,128,DEF,0.726,49,48,50,F,50,hard,high,3,1
6706,34,4,129,ABC,1.237,31,38,42,C,42,hard,low,3,1
6707,34,4,130,DEF,1.194,45,47,53,F,53,hard,high,3,3
6708,34,4,131,ABC,1.619,28,29,36,C,36,hard,low,3,2
6709,34,4,132,ACE,1.204,29,31,37,E,37,easy,low,3,1
6710,34,4,133,DEF,0.774,37,45,46,F,46,hard,high,3,1
6711,34,4,134,ACE,1.383,29,44,49,E,49,easy,low,3,2
6712,34,4,135,DEF,1.309,39,50,50,F,50,hard,high,3,4
6713,34,4,136,ABC,1.74,32,27,36,C,36,hard,low,3,3
6714,34,4,137,BDF,0.883,39,33,44,F,44,easy,high,3,1
6715,34,4,138,DEF,1.074,32,50,45,F,45,hard,high,3,3
6716,34,4,139,BDF,1.251,36,36,47,F,47,easy,high,3,2
6717,34,4,140,ABC,2.02,37,29,40,C,40,hard,low,3,4
6718,34,4,141,DEF,0.604,40,46,60,F,60,hard,high,3,1
6719,34,4,142,ABC,1.39,28,35,40,C,40,hard,low,3,2
6720,34,4,143,BDF,0.884,39,39,43,F,43,easy,high,3,1
6721,34,4,144,DEF,0.751,45,44,57,F,57,hard,high,3,1
6722,34,4,145,ABC,1.608,30,38,34,C,34,hard,low,3,2
6723,34,4,146,DEF,0.75,54,42,48,F,48,hard,high,3,1
6724,34,4,147,BDF,1.101,37,42,56,F,56,easy,high,3,2
6725,34,4,148,DEF,1.584,43,43,44,F,44,hard,high,3,5
6726,34,4,149,ABC,2.054,27,36,37,B,36,hard,low,2,4
6727,34,4,150,ACE,1.837,34,35,55,E,55,easy,low,3,3
6728,34,4,151,ABC,2.825,34,30,35,B,30,hard,low,2,5
6729,34,4,152,BDF,1.944,26,39,57,F,57,easy,high,3,4
6730,34,4,153,ACE,1.691,23,35,50,E,50,easy,low,3,3
6731,34,4,154,BDF,1.354,44,46,51,F,51,easy,high,3,3
6732,34,4,155,ACE,1.923,39,43,55,E,55,easy,low,3,4
6733,34,4,156,ABC,1.741,25,28,48,B,28,hard,low,2,3
6734,34,4,157,ACE,1.76,25,37,39,E,39,easy,low,3,3
6735,34,4,158,BDF,2.127,38,36,55,F,55,easy,high,3,5
6736,34,4,159,DEF,1.156,33,51,54,F,54,hard,high,3,3
6737,34,4,160,ABC,2.213,30,30,40,B,30,hard,low,2,4
6738,34,4,161,ACE,1.776,20,29,47,E,47,easy,low,3,3
6739,34,4,162,DEF,1.582,38,50,55,F,55,hard,high,3,5
6740,34,4,163,ACE,2.639,28,50,44,E,44,easy,low,3,5
6741,34,4,164,BDF,2.109,32,39,54,F,54,easy,high,3,5
6742,34,4,165,ACE,2.123,36,42,49,E,49,easy,low,3,4
6743,34,4,166,BDF,0.793,32,35,44,F,44,easy,high,3,1
6744,34,4,167,DEF,1.073,44,45,47,F,47,hard,high,3,3
6745,34,4,168,ACE,2.294,26,37,52,E,52,easy,low,3,5
6746,34,4,169,BDF,1.995,42,52,49,F,49,easy,high,3,4
6747,34,4,170,ACE,2.673,26,39,44,E,44,easy,low,3,6
6748,34,4,171,BDF,1.095,35,41,49,F,49,easy,high,3,2
6749,34,4,172,ABC,2.404,35,42,39,B,42,hard,low,2,5
6750,34,4,173,DEF,0.965,43,40,48,F,48,hard,high,3,2
6751,34,4,174,BDF,1.577,25,41,49,F,49,easy,high,3,3
6752,34,4,175,ABC,2.446,28,37,30,C,30,hard,low,3,5
6753,34,4,176,BDF,4.264,31,43,38,D,43,easy,high,2,6
6754,34,4,177,ACE,1.502,34,38,58,E,58,easy,low,3,2
6755,34,4,178,ABC,1.26,26,31,34,C,34,hard,low,3,1
6756,34,4,179,BDF,3.258,34,41,55,F,55,easy,high,3,6
6757,34,4,180,ABC,1.589,38,30,41,B,30,hard,low,2,2
6758,34,4,181,ACE,2.523,25,42,54,E,54,easy,low,3,5
6759,34,4,182,ABC,3.523,25,32,33,C,33,hard,low,3,6
6760,34,4,183,BDF,1.992,37,37,49,F,49,easy,high,3,4
6761,34,4,184,DEF,0.882,47,52,46,F,46,hard,high,3,1
6762,34,4,185,BDF,3.081,33,44,53,D,44,easy,high,2,6
6763,34,4,186,ACE,2.148,26,35,48,E,48,easy,low,3,4
6764,34,4,187,ABC,2.848,37,38,39,C,39,hard,low,3,6
6765,34,4,188,DEF,1.064,45,46,49,F,49,hard,high,3,3
6766,34,4,189,BDF,1.554,29,43,48,F,48,easy,high,3,3
6767,34,4,190,ACE,2.11,26,47,51,E,51,easy,low,3,4
6768,34,4,191,ABC,3.564,27,34,36,B,34,hard,low,2,6
6769,34,4,192,DEF,1.013,38,34,59,F,59,hard,high,3,2
6770,34,4,193,ACE,1.593,34,32,42,E,42,easy,low,3,3
6771,34,4,194,BDF,1.145,28,45,53,F,53,easy,high,3,2
6772,34,4,195,ABC,1.632,31,34,32,B,34,hard,low,2,2
6773,34,4,196,DEF,1.078,46,45,41,F,41,hard,high,3,3
6774,34,4,197,ACE,1.319,31,45,46,E,46,easy,low,3,2
6775,34,4,198,BDF,2.097,38,40,53,F,53,easy,high,3,4
6776,34,4,199,ABC,1.775,30,36,40,B,36,hard,low,2,3
6777,34,4,200,DEF,4.579,42,46,59,F,59,hard,high,3,6
6778,35,4,1,ABC,1.0,31,39,34,A,31,hard,low,1,2
6779,35,4,2,DEF,1.215,44,41,56,E,41,hard,high,2,6
6780,35,4,3,ABC,0.518,31,40,39,B,40,hard,low,2,1
6781,35,4,4,BDF,0.754,39,43,54,B,39,easy,high,1,4
6782,35,4,5,DEF,0.771,38,47,45,E,47,hard,high,2,4
6783,35,4,6,ABC,0.941,32,37,34,A,32,hard,low,1,2
6784,35,4,7,ACE,1.225,23,29,42,A,23,easy,low,1,5
6785,35,4,8,ABC,1.115,36,46,37,A,36,hard,low,1,3
6786,35,4,9,DEF,0.641,37,46,38,F,38,hard,high,3,3
6787,35,4,10,BDF,1.16,28,45,51,F,51,easy,high,3,6
6788,35,4,11,ACE,0.928,27,31,48,E,48,easy,low,3,3
6789,35,4,12,BDF,1.131,33,34,49,F,49,easy,high,3,6
6790,35,4,13,ACE,1.195,23,35,36,E,36,easy,low,3,4
6791,35,4,14,DEF,0.848,39,39,46,F,46,hard,high,3,5
6792,35,4,15,ACE,0.841,26,34,54,E,54,easy,low,3,3
6793,35,4,16,BDF,0.849,27,41,46,F,46,easy,high,3,5
6794,35,4,17,ABC,1.271,25,44,44,B,44,hard,low,2,4
6795,35,4,18,BDF,0.775,32,44,47,F,47,easy,high,3,4
6796,35,4,19,ABC,0.853,28,26,38,B,26,hard,low,2,2
6797,35,4,20,BDF,0.948,31,36,52,F,52,easy,high,3,5
6798,35,4,21,DEF,0.629,45,47,50,F,50,hard,high,3,3
6799,35,4,22,BDF,0.76,29,42,54,F,54,easy,high,3,4
6800,35,4,23,ABC,1.735,30,36,39,B,36,hard,low,2,5
6801,35,4,24,ACE,1.442,42,35,40,E,40,easy,low,3,5
6802,35,4,25,ABC,1.552,33,36,31,A,33,hard,low,1,5
6803,35,4,26,DEF,0.625,50,51,50,F,50,hard,high,3,3
6804,35,4,27,ACE,1.007,25,36,44,E,44,easy,low,3,3
6805,35,4,28,DEF,0.666,40,46,50,F,50,hard,high,3,3
6806,35,4,29,ABC,1.999,29,38,44,B,38,hard,low,2,6
6807,35,4,30,BDF,1.014,39,48,59,F,59,easy,high,3,5
6808,35,4,31,ABC,1.658,24,35,41,C,41,hard,low,3,5
6809,35,4,32,DEF,1.295,38,45,62,F,62,hard,high,3,6
6810,35,4,33,ABC,1.19,30,37,41,C,41,hard,low,3,3
6811,35,4,34,DEF,1.19,44,56,50,F,50,hard,high,3,5
6812,35,4,35,ACE,0.75,28,39,50,E,50,easy,low,3,2
6813,35,4,36,DEF,0.888,48,41,49,F,49,hard,high,3,5
6814,35,4,37,BDF,1.091,41,38,47,F,47,easy,high,3,6
6815,35,4,38,ACE,0.928,32,33,37,E,37,easy,low,3,3
6816,35,4,39,BDF,0.695,33,38,42,F,42,easy,high,3,3
6817,35,4,40,ABC,1.239,29,30,42,C,42,hard,low,3,3
6818,35,4,41,ACE,1.818,30,39,51,C,39,easy,low,2,6
6819,35,4,42,ABC,1.097,34,34,34,B,34,hard,low,2,3
6820,35,4,43,BDF,0.782,34,33,51,F,51,easy,high,3,4
6821,35,4,44,ACE,0.748,28,43,49,E,49,easy,low,3,2
6822,35,4,45,BDF,0.793,36,39,51,F,51,easy,high,3,4
6823,35,4,46,ACE,0.983,24,38,50,E,50,easy,low,3,3
6824,35,4,47,DEF,0.646,38,39,58,F,58,hard,high,3,3
6825,35,4,48,ABC,1.285,33,40,34,C,34,hard,low,3,4
6826,35,4,49,ACE,1.772,25,31,44,E,44,easy,low,3,6
6827,35,4,50,DEF,0.661,46,43,44,F,44,hard,high,3,3
6828,35,4,51,ACE,1.174,24,26,53,E,53,easy,low,3,4
6829,35,4,52,BDF,0.838,41,52,49,F,49,easy,high,3,5
6830,35,4,53,ABC,2.509,26,28,37,B,28,hard,low,2,6
6831,35,4,54,BDF,0.835,43,42,41,F,41,easy,high,3,5
6832,35,4,55,ABC,2.242,28,33,42,B,33,hard,low,2,6
6833,35,4,56,BDF,0.802,39,39,52,F,52,easy,high,3,4
6834,35,4,57,ABC,1.527,29,31,41,B,31,hard,low,2,5
6835,35,4,58,ACE,1.26,36,41,42,E,42,easy,low,3,5
6836,35,4,59,BDF,0.707,34,39,53,F,53,easy,high,3,3
6837,35,4,60,DEF,0.699,47,55,53,F,53,hard,high,3,4
6838,35,4,61,ACE,1.302,31,46,46,E,46,easy,low,3,5
6839,35,4,62,BDF,1.501,34,41,50,F,50,easy,high,3,6
6840,35,4,63,ABC,2.421,21,41,48,B,41,hard,low,2,6
6841,35,4,64,DEF,1.137,39,47,46,F,46,hard,high,3,5
6842,35,4,65,ACE,1.24,37,43,43,E,43,easy,low,3,5
6843,35,4,66,DEF,0.835,41,37,56,F,56,hard,high,3,4
6844,35,4,67,ABC,1.747,32,33,36,A,32,hard,low,1,5
6845,35,4,68,DEF,0.647,35,49,46,E,49,hard,high,2,3
6846,35,4,69,BDF,0.829,28,41,55,F,55,easy,high,3,5
6847,35,4,70,DEF,1.597,49,46,50,F,50,hard,high,3,6
6848,35,4,71,ABC,1.395,30,35,47,A,30,hard,low,1,4
6849,35,4,72,DEF,0.722,45,53,47,F,47,hard,high,3,4
6850,35,4,73,ACE,1.938,29,43,44,A,29,easy,low,1,6
6851,35,4,74,BDF,0.668,31,37,45,F,45,easy,high,3,3
6852,35,4,75,ACE,0.789,32,30,45,E,45,easy,low,3,2
6853,35,4,76,BDF,0.639,31,39,44,F,44,easy,high,3,3
6854,35,4,77,ACE,0.836,32,33,48,E,48,easy,low,3,3
6855,35,4,78,DEF,0.578,42,43,58,F,58,hard,high,3,2
6856,35,4,79,ACE,1.093,34,35,52,E,52,easy,low,3,4
6857,35,4,80,BDF,0.752,29,43,44,F,44,easy,high,3,4
6858,35,4,81,ABC,1.063,33,31,39,C,39,hard,low,3,3
6859,35,4,82,BDF,1.099,30,37,47,F,47,easy,high,3,6
6860,35,4,83,DEF,0.643,44,43,55,F,55,hard,high,3,3
6861,35,4,84,ACE,1.338,31,36,51,E,51,easy,low,3,5
6862,35,4,85,BDF,0.622,27,38,47,F,47,easy,high,3,2
6863,35,4,86,ACE,0.718,31,35,38,E,38,easy,low,3,1
6864,35,4,87,ABC,1.496,29,38,50,C,50,hard,low,3,5
6865,35,4,88,BDF,0.943,32,41,49,F,49,easy,high,3,5
6866,35,4,89,ABC,1.534,26,43,37,C,37,hard,low,3,5
6867,35,4,90,BDF,0.586,32,37,51,F,51,easy,high,3,2
6868,35,4,91,ACE,0.748,34,39,44,E,44,easy,low,3,2
6869,35,4,92,ABC,1.075,32,32,37,C,37,hard,low,3,3
6870,35,4,93,DEF,0.697,51,50,60,E,50,hard,high,2,4
6871,35,4,94,ACE,1.25,20,32,39,E,39,easy,low,3,5
6872,35,4,95,BDF,0.82,34,48,51,F,51,easy,high,3,5
6873,35,4,96,DEF,1.393,46,49,48,F,48,hard,high,3,6
6874,35,4,97,ABC,2.255,27,37,36,C,36,hard,low,3,6
6875,35,4,98,BDF,0.585,34,45,45,F,45,easy,high,3,2
6876,35,4,99,DEF,1.19,46,47,53,F,53,hard,high,3,5
6877,35,4,100,ABC,1.154,30,37,40,C,40,hard,low,3,3
6878,35,4,101,ACE,1.104,34,35,53,E,53,easy,low,3,4
6879,35,4,102,ABC,1.275,26,39,32,C,32,hard,low,3,4
6880,35,4,103,DEF,0.503,47,48,41,F,41,hard,high,3,1
6881,35,4,104,ACE,0.976,28,45,40,E,40,easy,low,3,3
6882,35,4,105,BDF,0.718,33,43,52,F,52,easy,high,3,3
6883,35,4,106,ABC,1.364,29,35,32,A,29,hard,low,1,4
6884,35,4,107,BDF,0.549,40,40,48,F,48,easy,high,3,1
6885,35,4,108,ACE,0.759,27,41,50,E,50,easy,low,3,2
6886,35,4,109,BDF,0.579,34,44,56,F,56,easy,high,3,2
6887,35,4,110,ACE,1.727,29,38,46,E,46,easy,low,3,6
6888,35,4,111,DEF,0.692,48,40,54,F,54,hard,high,3,3
6889,35,4,112,ABC,1.062,22,30,37,C,37,hard,low,3,2
6890,35,4,113,BDF,0.827,29,43,52,F,52,easy,high,3,5
6891,35,4,114,DEF,1.118,43,47,40,F,40,hard,high,3,5
6892,35,4,115,BDF,0.628,25,45,56,F,56,easy,high,3,3
6893,35,4,116,DEF,0.561,36,45,43,F,43,hard,high,3,2
6894,35,4,117,ABC,1.4,30,37,36,A,30,hard,low,1,4
6895,35,4,118,DEF,0.523,34,55,50,F,50,hard,high,3,2
6896,35,4,119,ACE,1.177,27,33,46,C,33,easy,low,2,4
6897,35,4,120,DEF,0.52,54,48,51,F,51,hard,high,3,1
6898,35,4,121,BDF,0.575,35,42,57,F,57,easy,high,3,2
6899,35,4,122,DEF,1.06,44,45,53,F,53,hard,high,3,5
6900,35,4,123,ACE,1.34,27,36,44,E,44,easy,low,3,5
6901,35,4,124,BDF,0.529,36,32,48,F,48,easy,high,3,1
6902,35,4,125,DEF,1.003,46,54,59,F,59,hard,high,3,5
6903,35,4,126,ACE,1.498,30,29,45,E,45,easy,low,3,5
6904,35,4,127,BDF,0.744,32,42,45,F,45,easy,high,3,4
6905,35,4,128,ACE,1.091,39,42,44,E,44,easy,low,3,4
6906,35,4,129,DEF,0.769,41,46,50,F,50,hard,high,3,4
6907,35,4,130,ABC,0.727,38,24,38,B,24,hard,low,2,1
6908,35,4,131,DEF,0.813,42,45,54,F,54,hard,high,3,4
6909,35,4,132,ACE,1.168,31,39,43,E,43,easy,low,3,4
6910,35,4,133,ABC,1.576,33,30,42,C,42,hard,low,3,5
6911,35,4,134,BDF,0.696,29,40,57,F,57,easy,high,3,3
6912,35,4,135,DEF,1.57,47,51,57,F,57,hard,high,3,6
6913,35,4,136,ACE,1.503,28,35,47,C,35,easy,low,2,6
6914,35,4,137,BDF,0.771,37,45,46,F,46,easy,high,3,4
6915,35,4,138,DEF,0.868,39,50,54,E,50,hard,high,2,5
6916,35,4,139,ACE,1.451,35,34,43,E,43,easy,low,3,5
6917,35,4,140,BDF,0.66,38,30,47,F,47,easy,high,3,3
6918,35,4,141,ACE,0.71,26,43,49,E,49,easy,low,3,1
6919,35,4,142,DEF,0.855,36,41,53,F,53,hard,high,3,5
6920,35,4,143,ACE,0.81,38,36,52,E,52,easy,low,3,2
6921,35,4,144,DEF,0.588,50,51,51,F,51,hard,high,3,2
6922,35,4,145,ACE,1.043,39,28,46,E,46,easy,low,3,4
6923,35,4,146,ABC,2.181,27,33,39,A,27,hard,low,1,6
6924,35,4,147,BDF,0.539,29,51,52,F,52,easy,high,3,1
6925,35,4,148,DEF,0.692,49,48,46,F,46,hard,high,3,3
6926,35,4,149,BDF,0.585,25,35,49,F,49,easy,high,3,2
6927,35,4,150,ACE,0.937,18,41,45,E,45,easy,low,3,3
6928,35,4,151,ABC,2.034,23,36,41,A,23,hard,low,1,6
6929,35,4,152,DEF,0.516,40,43,48,F,48,hard,high,3,1
6930,35,4,153,ABC,1.258,37,35,45,B,35,hard,low,2,4
6931,35,4,154,BDF,0.678,38,35,53,F,53,easy,high,3,3
6932,35,4,155,DEF,0.915,46,58,51,F,51,hard,high,3,5
6933,35,4,156,BDF,0.718,42,40,55,F,55,easy,high,3,3
6934,35,4,157,ABC,1.213,21,31,38,C,38,hard,low,3,3
6935,35,4,158,DEF,1.233,42,41,52,E,41,hard,high,2,6
6936,35,4,159,ACE,1.639,25,38,42,E,42,easy,low,3,6
6937,35,4,160,DEF,0.537,40,47,55,F,55,hard,high,3,2
6938,35,4,161,ABC,1.168,35,38,33,A,35,hard,low,1,3
6939,35,4,162,DEF,0.576,49,49,47,F,47,hard,high,3,2
6940,35,4,163,BDF,0.603,30,43,49,F,49,easy,high,3,2
6941,35,4,164,ABC,1.399,30,42,44,B,42,hard,low,2,4
6942,35,4,165,ACE,0.732,35,37,40,E,40,easy,low,3,2
6943,35,4,166,ABC,0.713,33,37,40,B,37,hard,low,2,1
6944,35,4,167,ACE,0.872,33,40,48,E,48,easy,low,3,3
6945,35,4,168,ABC,0.696,33,33,40,A,33,hard,low,1,1
6946,35,4,169,DEF,0.62,47,50,49,E,50,hard,high,2,3
6947,35,4,170,BDF,0.594,36,40,48,F,48,easy,high,3,2
6948,35,4,171,ACE,1.007,24,35,44,E,44,easy,low,3,3
6949,35,4,172,BDF,1.03,38,44,42,F,42,easy,high,3,6
6950,35,4,173,DEF,0.539,41,52,52,F,52,hard,high,3,2
6951,35,4,174,BDF,0.623,27,42,48,F,48,easy,high,3,2
6952,35,4,175,ACE,0.709,22,47,45,E,45,easy,low,3,1
6953,35,4,176,DEF,0.512,47,42,54,F,54,hard,high,3,1
6954,35,4,177,BDF,0.759,35,46,53,F,53,easy,high,3,4
6955,35,4,178,DEF,0.512,33,49,43,F,43,hard,high,3,1
6956,35,4,179,ABC,1.164,36,26,42,A,36,hard,low,1,3
6957,35,4,180,BDF,0.501,30,41,49,F,49,easy,high,3,1
6958,35,4,181,ACE,0.729,32,40,38,E,38,easy,low,3,2
6959,35,4,182,ABC,1.123,35,32,45,C,45,hard,low,3,3
6960,35,4,183,DEF,0.716,43,42,44,F,44,hard,high,3,4
6961,35,4,184,ABC,1.254,34,28,30,A,34,hard,low,1,4
6962,35,4,185,ACE,1.247,27,40,41,E,41,easy,low,3,5
6963,35,4,186,ABC,1.366,34,34,46,C,46,hard,low,3,4
6964,35,4,187,ACE,1.029,26,33,34,E,34,easy,low,3,3
6965,35,4,188,ABC,0.929,40,33,37,C,37,hard,low,3,2
6966,35,4,189,DEF,0.658,43,52,43,F,43,hard,high,3,3
6967,35,4,190,ABC,0.976,37,35,32,A,37,hard,low,1,2
6968,35,4,191,BDF,0.546,22,45,45,F,45,easy,high,3,1
6969,35,4,192,ACE,0.693,28,38,49,E,49,easy,low,3,1
6970,35,4,193,ABC,1.17,35,31,44,C,44,hard,low,3,3
6971,35,4,194,BDF,0.655,35,37,55,F,55,easy,high,3,3
6972,35,4,195,ABC,1.458,31,32,43,A,31,hard,low,1,5
6973,35,4,196,DEF,0.518,36,48,48,F,48,hard,high,3,1
6974,35,4,197,ACE,0.862,31,37,47,E,47,easy,low,3,3
6975,35,4,198,ABC,1.394,25,36,42,A,25,hard,low,1,4
6976,35,4,199,ACE,1.105,29,40,42,E,42,easy,low,3,4
6977,35,4,200,ABC,1.033,36,40,38,B,40,hard,low,2,2
6978,36,4,1,BDF,1.76,32,46,48,B,32,easy,high,1,5
6979,36,4,2,ABC,1.88,24,38,36,C,36,hard,low,3,4
6980,36,4,3,DEF,2.093,39,47,49,D,39,hard,high,1,5
6981,36,4,4,ACE,2.906,31,38,41,A,31,easy,low,1,6
6982,36,4,5,DEF,1.185,43,49,57,F,57,hard,high,3,4
6983,36,4,6,ABC,1.424,30,36,43,C,43,hard,low,3,3
6984,36,4,7,DEF,0.925,46,52,56,F,56,hard,high,3,3
6985,36,4,8,ABC,2.908,25,35,34,C,34,hard,low,3,5
6986,36,4,9,BDF,1.396,33,35,43,F,43,easy,high,3,5
6987,36,4,10,ABC,3.634,24,40,35,C,35,hard,low,3,6
6988,36,4,11,ACE,2.319,24,31,43,C,31,easy,low,2,5
6989,36,4,12,DEF,1.839,37,49,50,F,50,hard,high,3,5
6990,36,4,13,BDF,1.389,32,42,42,F,42,easy,high,3,5
6991,36,4,14,ACE,2.204,34,45,47,E,47,easy,low,3,5
6992,36,4,15,ABC,2.435,25,32,37,B,32,hard,low,2,5
6993,36,4,16,ACE,1.163,37,44,52,E,52,easy,low,3,3
6994,36,4,17,DEF,2.663,42,53,42,F,42,hard,high,3,6
6995,36,4,18,ABC,3.005,38,33,32,B,33,hard,low,2,6
6996,36,4,19,DEF,1.729,40,43,46,E,43,hard,high,2,5
6997,36,4,20,ACE,0.85,34,29,44,E,44,easy,low,3,2
6998,36,4,21,DEF,1.648,46,50,57,E,50,hard,high,2,5
6999,36,4,22,ACE,1.593,35,37,48,E,48,easy,low,3,5
7000,36,4,23,ABC,1.59,30,28,35,B,28,hard,low,2,3
7001,36,4,24,DEF,2.411,36,43,49,E,43,hard,high,2,6
7002,36,4,25,BDF,1.207,39,44,47,F,47,easy,high,3,4
7003,36,4,26,ABC,1.6,20,31,38,B,31,hard,low,2,3
7004,36,4,27,ACE,1.391,34,38,43,E,43,easy,low,3,4
7005,36,4,28,ABC,1.021,26,35,36,C,36,hard,low,3,2
7006,36,4,29,ACE,1.307,26,41,47,E,47,easy,low,3,4
7007,36,4,30,ABC,1.502,30,30,48,C,48,hard,low,3,3
7008,36,4,31,DEF,1.683,30,41,53,F,53,hard,high,3,5
7009,36,4,32,BDF,1.804,41,41,51,F,51,easy,high,3,5
7010,36,4,33,DEF,0.708,37,42,49,F,49,hard,high,3,2
7011,36,4,34,ACE,1.286,22,39,39,E,39,easy,low,3,4
7012,36,4,35,DEF,1.848,50,41,48,F,48,hard,high,3,5
7013,36,4,36,ACE,0.981,34,30,49,E,49,easy,low,3,3
7014,36,4,37,ABC,2.279,26,38,43,B,38,hard,low,2,5
7015,36,4,38,DEF,2.325,43,49,58,D,43,hard,high,1,6
7016,36,4,39,ACE,0.856,25,42,45,E,45,easy,low,3,2
7017,36,4,40,ABC,2.123,21,30,39,C,39,hard,low,3,4
