id,trial,block,rt,resp,correct,f_cor,f_inc,cor_option,inc_option,pair_type
6,57,0,1.2479473063162914,2,0,56,49,3,2,3
6,58,0,0.9835255438549666,3,1,48,52,3,2,3
6,59,0,1.149467161509051,2,0,53,47,3,2,3
6,60,0,0.9961101646695172,2,1,52,34,2,0,1
6,61,0,1.2297678898803497,2,0,61,46,3,2,3
6,62,0,1.3621192298016922,2,0,48,60,3,2,3
6,63,0,0.98936609951852,2,1,50,40,2,0,1
6,64,0,1.9100641126509568,2,0,56,54,3,2,3
6,65,0,1.1655808282591806,3,1,49,42,3,1,2
6,66,0,1.499300095880585,3,1,54,39,3,1,2
6,67,0,1.4977122129428149,1,1,48,36,1,0,0
6,68,0,1.1223233062098643,3,1,57,30,3,1,2
6,69,0,1.0024654510874598,3,1,53,46,3,1,2
6,70,0,1.0059415903474471,3,1,52,38,3,1,2
6,71,0,1.2495638612589346,2,1,45,33,2,0,1
6,72,0,1.4744165503004751,1,1,33,35,1,0,0
6,73,0,1.6800989320702229,0,0,41,46,1,0,0
6,74,0,1.175978184700284,2,0,58,55,3,2,3
6,75,0,1.1067666955549385,3,1,54,43,3,1,2
6,76,0,1.4018767192536643,0,0,36,29,1,0,0
6,77,0,1.1816962016762318,3,1,62,47,3,1,2
6,78,0,1.2190612853864875,2,1,58,38,2,0,1
6,79,0,0.9494731007100654,2,1,40,31,2,0,1
6,80,0,1.5384404545604866,1,1,39,41,1,0,0
6,1,1,1.4571641953560857,0,0,48,37,1,0,0
6,2,1,1.3076082871650672,0,0,38,30,1,0,0
6,3,1,1.491397545198538,3,1,55,42,3,2,3
6,4,1,1.2289469830735698,3,1,46,37,3,1,2
6,5,1,1.0440408821830258,3,1,53,42,3,1,2
6,6,1,0.8851003537238284,3,1,60,37,3,1,2
6,7,1,0.8907811653599538,3,1,48,50,3,2,3
6,8,1,0.9176635592813228,2,1,50,35,2,0,1
6,9,1,1.3404722074404845,3,1,57,42,3,1,2
6,10,1,1.176591902138398,3,1,54,43,3,1,2
6,11,1,2.378634645953639,2,1,51,46,2,0,1
6,12,1,1.0983453181175946,2,1,50,33,2,0,1
6,13,1,1.2022229678459553,3,1,58,55,3,2,3
6,14,1,1.354430012489388,2,1,50,44,2,0,1
6,15,1,1.416437660405336,3,1,54,39,3,1,2
6,16,1,1.119749311103874,3,1,51,38,3,1,2
6,17,1,2.2096667664496863,1,1,41,40,1,0,0
6,18,1,1.287376774378913,2,1,45,26,2,0,1
6,19,1,1.0419515804929915,2,1,54,33,2,0,1
6,20,1,0.8960752462635355,3,1,57,39,3,1,2
6,21,1,1.466770682328843,2,1,44,36,2,0,1
6,22,1,0.9963402233753412,3,1,54,51,3,2,3
6,23,1,1.369026110980485,3,1,51,47,3,1,2
6,24,1,1.1144876568724842,3,1,64,45,3,1,2
6,25,1,1.4461377614742332,2,1,46,38,2,0,1
6,26,1,1.5130322795575917,1,1,38,34,1,0,0
6,27,1,1.2554593715983628,3,1,50,49,3,2,3
6,28,1,1.124830058637713,2,1,57,32,2,0,1
6,29,1,1.2530085978467014,2,1,47,37,2,0,1
6,30,1,1.3741054931806502,1,1,50,37,1,0,0
6,31,1,1.0376657984282929,3,1,55,53,3,2,3
6,32,1,1.119817236448739,3,1,51,35,3,1,2
6,33,1,0.8931206644259646,3,1,61,42,3,1,2
6,34,1,0.9685474932988428,3,1,50,49,3,2,3
6,35,1,0.8964630009963912,3,1,60,56,3,2,3
6,36,1,1.4031099567974934,1,1,30,29,1,0,0
6,37,1,1.752923435165599,1,1,44,41,1,0,0
6,38,1,0.9300792200667728,2,1,51,30,2,0,1
6,39,1,0.906875034773293,3,1,58,49,3,2,3
6,40,1,1.268069933750667,2,1,48,38,2,0,1
6,41,1,1.0655595631889128,3,1,53,52,3,2,3
6,42,1,1.1016784386864629,3,1,56,58,3,2,3
6,43,1,1.0497530964912585,3,1,52,37,3,1,2
6,44,1,1.4325277751513568,1,1,43,36,1,0,0
6,45,1,1.1661252550187555,3,1,52,43,3,2,3
6,46,1,1.7179702132002603,1,1,33,34,1,0,0
6,47,1,1.0802338270265182,1,1,41,42,1,0,0
6,48,1,1.0861091986960218,3,1,55,35,3,1,2
6,49,1,2.1225332262456504,1,1,44,41,1,0,0
6,50,1,1.5828967394810434,1,1,34,34,1,0,0
6,51,1,1.498090410340751,0,0,40,35,1,0,0
6,52,1,1.365751358421562,2,1,44,40,2,0,1
6,53,1,0.870986217981681,2,1,53,39,2,0,1
6,54,1,1.268243331113581,3,1,54,40,3,1,2
6,55,1,0.9208854051644266,3,1,49,54,3,2,3
6,56,1,1.365974249126225,2,1,47,28,2,0,1
6,57,1,1.2619088660325133,2,1,52,31,2,0,1
6,58,1,0.8807910196550209,3,1,47,47,3,2,3
6,59,1,1.665452998903902,1,1,40,39,1,0,0
6,60,1,1.1251891413655812,3,1,59,52,3,2,3
6,61,1,0.99380275094245,3,1,56,36,3,1,2
6,62,1,1.1059410100804143,3,1,52,48,3,2,3
6,63,1,0.9004862976830736,3,1,59,55,3,2,3
6,64,1,1.3865102312979616,2,1,46,42,2,0,1
6,65,1,1.1078067383989492,1,1,46,33,1,0,0
6,66,1,1.4443966198437008,2,1,48,36,2,0,1
6,67,1,0.7943537995697625,3,1,53,39,3,1,2
6,68,1,2.133740566825054,1,1,45,39,1,0,0
6,69,1,1.2639056663733754,2,0,62,56,3,2,3
6,70,1,2.1473744464851734,2,0,49,60,3,2,3
6,71,1,1.1883317228084709,3,1,48,34,3,1,2
6,72,1,1.039102129340108,3,1,56,36,3,1,2
6,73,1,1.465371215423147,1,1,46,31,1,0,0
6,74,1,1.4367043305310292,2,1,40,43,2,0,1
6,75,1,1.3291116081682048,1,1,32,32,1,0,0
6,76,1,0.9414917020146732,3,1,44,41,3,1,2
6,77,1,1.3126200853537284,3,1,57,53,3,2,3
6,78,1,1.5531116463978378,1,1,43,36,1,0,0
6,79,1,1.4974176422258552,2,1,45,35,2,0,1
6,80,1,1.4292861319313488,1,1,40,38,1,0,0
6,1,2,1.48221021563063,3,1,49,50,3,1,2
6,2,2,1.1352994364242477,1,0,57,40,3,1,2
6,3,2,1.4803598473149575,3,1,52,53,3,2,3
6,4,2,1.2766507138815086,0,0,43,43,1,0,0
6,5,2,1.3756087254373597,1,1,36,33,1,0,0
6,6,2,1.51879057387373,2,0,55,44,3,2,3
6,7,2,0.931272180270298,1,1,33,38,1,0,0
6,8,2,0.8935244618282923,0,0,49,35,2,0,1
6,9,2,1.075506700886535,3,1,46,56,3,2,3
6,10,2,0.8920420509084579,2,0,60,45,3,2,3
6,11,2,1.048783709658892,3,1,51,41,3,1,2
6,12,2,1.083997369002191,2,0,58,60,3,2,3
6,13,2,0.9959719246458008,2,0,53,49,3,2,3
6,14,2,1.602458897486258,3,1,60,30,3,1,2
6,15,2,1.3506156118385206,1,1,43,31,1,0,0
6,16,2,1.132373526591664,2,1,50,36,2,0,1
6,17,2,1.4878995606015906,3,1,55,52,3,2,3
6,18,2,0.9808785034033464,3,1,48,43,3,2,3
6,19,2,2.018478765820418,0,0,37,33,1,0,0
6,20,2,1.161893062296258,3,1,58,45,3,1,2
6,21,2,1.0913711942607731,2,0,44,57,3,2,3
6,22,2,1.7054746804010392,1,1,34,39,1,0,0
6,23,2,1.0333643150274838,3,1,57,42,3,1,2
6,24,2,1.0222143184580543,1,0,50,42,3,1,2
6,25,2,1.208965667663506,2,1,48,42,2,0,1
6,26,2,1.0878967616677069,3,1,57,55,3,2,3
6,27,2,1.2283588656400752,3,1,48,38,3,1,2
6,28,2,0.8456043256499015,3,1,54,38,3,1,2
6,29,2,1.1075804343604432,2,1,47,35,2,0,1
6,30,2,1.8472468219301843,0,0,40,30,1,0,0
6,31,2,0.9178226206418004,1,1,46,38,1,0,0
6,32,2,1.316539958022986,2,1,47,37,2,0,1
6,33,2,1.083478883580483,2,1,51,33,2,0,1
6,34,2,1.1371494634067858,2,1,48,29,2,0,1
6,35,2,1.4581786381957045,0,0,39,41,1,0,0
6,36,2,1.0312968586745228,3,1,56,44,3,1,2
6,37,2,1.3636228033917632,2,0,53,52,3,2,3
6,38,2,0.8780050565128477,3,1,56,50,3,2,3
6,39,2,1.0467008933037505,3,1,54,54,3,2,3
6,40,2,1.880946667681428,0,0,35,32,1,0,0
6,41,2,1.3492816809439323,2,1,48,40,2,0,1
6,42,2,1.5291640369773631,3,1,59,44,3,1,2
6,43,2,2.581678179273013,1,1,39,36,1,0,0
6,44,2,1.1038295217203995,3,1,54,40,3,1,2
6,45,2,1.6909454832548363,0,0,41,30,1,0,0
6,46,2,1.3432305225780965,2,1,56,39,2,0,1
6,47,2,1.0491188990495175,2,1,51,32,2,0,1
6,48,2,2.7444184310472792,2,1,40,34,2,0,1
6,49,2,2.4915938118986105,1,1,40,46,1,0,0
6,50,2,1.1042640391278835,2,1,55,26,2,0,1
6,51,2,1.0371524330073498,2,1,45,37,2,0,1
6,52,2,0.8868589033572789,2,1,49,41,2,0,1
6,53,2,1.3000228352038905,1,1,34,36,1,0,0
6,54,2,1.086903822831573,3,1,51,32,3,1,2
6,55,2,1.3410227782012498,1,1,45,42,1,0,0
6,56,2,0.9886701207331045,3,1,55,53,3,2,3
6,57,2,1.2318633355712336,2,1,58,34,2,0,1
6,58,2,1.0466462799608962,3,1,49,43,3,1,2
6,59,2,1.1210159993202071,2,1,46,35,2,0,1
6,60,2,1.1742575230732657,2,1,50,44,2,0,1
6,61,2,1.4135649985817054,1,1,39,39,1,0,0
6,62,2,0.9757161771888148,3,1,51,35,3,1,2
6,63,2,1.7354567228512678,3,1,64,50,3,2,3
6,64,2,1.2366239123839478,3,1,52,42,3,1,2
6,65,2,1.2196272161497743,3,1,59,47,3,2,3
6,66,2,1.4009718444326609,2,0,62,51,3,2,3
6,67,2,1.1630501824938622,3,1,52,48,3,1,2
6,68,2,1.4020586499514138,1,1,38,31,1,0,0
6,69,2,1.1754470699429476,2,1,46,40,2,0,1
6,70,2,1.2818051894280416,3,1,53,47,3,1,2
6,71,2,1.2029906266436683,2,1,52,34,2,0,1
6,72,2,1.1157096304143579,1,1,37,37,1,0,0
6,73,2,1.0096778256518064,1,1,41,36,1,0,0
6,74,2,0.997055316830938,3,1,56,53,3,2,3
6,75,2,0.9004436310090114,3,1,61,36,3,1,2
6,76,2,0.8689218336294289,3,1,50,46,3,1,2
6,77,2,1.5318291680987386,3,1,54,44,3,2,3
6,78,2,0.9691028427268976,3,1,47,54,3,2,3
6,79,2,1.3272704558542046,1,1,37,38,1,0,0
6,80,2,1.463699023137906,2,1,42,28,2,0,1
7,1,0,2.0946581983549777,1,0,56,40,3,1,2
7,2,0,1.739800120628047,1,0,54,40,3,1,2
7,3,0,1.127667752000434,3,1,56,50,3,2,3
7,4,0,1.7676237606526684,0,0,50,46,2,0,1
7,5,0,1.7325556112691631,2,1,54,30,2,0,1
7,6,0,1.3920035963132025,3,1,46,35,3,1,2
7,7,0,1.368245606070559,0,0,42,30,1,0,0
7,8,0,1.072865960534159,0,0,47,42,2,0,1
7,9,0,2.0883496315451566,0,0,44,34,2,0,1
7,10,0,1.2266042522921907,0,0,50,38,1,0,0
7,11,0,1.0336512648024154,0,0,50,38,2,0,1
7,12,0,1.6407465421838197,3,1,49,39,3,1,2
7,13,0,1.2105631800474157,3,1,59,35,3,1,2
7,14,0,1.180575471546831,0,0,41,28,1,0,0
7,15,0,1.3887602242848516,2,1,42,32,2,0,1
7,16,0,0.9686203244258422,2,1,55,37,2,0,1
7,17,0,1.1625621615015689,1,1,38,41,1,0,0
7,18,0,1.910920251346056,2,1,46,32,2,0,1
7,19,0,1.3545935425426023,2,1,58,35,2,0,1
7,20,0,1.4419908474239946,3,1,51,45,3,1,2
7,21,0,1.5392076983492868,3,1,55,48,3,2,3
7,22,0,1.0343035573667976,3,1,60,39,3,1,2
7,23,0,1.0385617204958637,3,1,48,53,3,2,3
7,24,0,1.582930756294104,2,1,55,42,2,0,1
7,25,0,1.0893265343808023,1,1,40,37,1,0,0
7,26,0,1.3859264551226715,1,1,37,33,1,0,0
7,27,0,1.124568082311043,2,1,49,33,2,0,1
7,28,0,1.0497073558188958,1,1,42,39,1,0,0
7,29,0,1.2231267239587849,3,1,50,56,3,2,3
7,30,0,1.5218791077621745,3,1,58,48,3,2,3
7,31,0,1.267603792512887,2,1,52,36,2,0,1
7,32,0,1.9539387923611,3,1,47,46,3,1,2
7,33,0,1.3834391417182132,1,1,34,36,1,0,0
7,34,0,1.3633805480282035,3,1,56,47,3,2,3
7,35,0,1.6149722818327064,3,1,51,49,3,2,3
7,36,0,2.8642620475295644,2,0,54,57,3,2,3
7,37,0,1.4096533838145433,3,1,53,43,3,1,2
7,38,0,1.4399356650430946,2,0,59,50,3,2,3
7,39,0,1.5563089593459836,2,0,55,51,3,2,3
7,40,0,0.9173377042510538,3,1,52,36,3,1,2
7,41,0,1.4015121855146615,3,1,62,43,3,1,2
7,42,0,1.3906297200330755,2,1,60,31,2,0,1
7,43,0,1.12307269051405,1,1,30,40,1,0,0
7,44,0,1.3803517601147632,2,1,47,36,2,0,1
7,45,0,1.8607640390529243,3,1,48,51,3,2,3
7,46,0,1.127747283223698,2,1,40,44,2,0,1
7,47,0,1.2241241069377793,3,1,49,43,3,2,3
7,48,0,1.8082867438517949,1,0,58,41,3,1,2
7,49,0,1.3829834585296794,3,1,61,53,3,2,3
7,50,0,1.3759655960900543,2,1,56,26,2,0,1
7,51,0,1.5577500787633198,3,1,53,39,3,1,2
7,52,0,1.5837349432547398,3,1,60,37,3,1,2
7,53,0,1.5330674100503074,1,1,42,39,1,0,0
7,54,0,1.2702177414703328,1,1,38,37,1,0,0
7,55,0,1.846067488216249,1,1,44,29,1,0,0
7,56,0,2.2010405960813846,3,1,50,44,3,1,2
7,57,0,1.2118172474893072,2,1,44,34,2,0,1
7,58,0,1.7317811205164162,3,1,55,36,3,1,2
7,59,0,1.0998410399545264,1,1,37,43,1,0,0
7,60,0,1.4648640954756047,1,1,48,39,1,0,0
7,61,0,1.4851616241708143,2,1,48,33,2,0,1
7,62,0,1.8650880799762035,1,1,43,31,1,0,0
7,63,0,1.1835198334827055,3,1,52,52,3,2,3
7,64,0,1.2732071597215509,3,1,53,34,3,1,2
7,65,0,0.9703031095341428,3,1,54,46,3,2,3
7,66,0,1.4600167868907192,1,1,40,40,1,0,0
7,67,0,1.4508369039895117,1,1,46,41,1,0,0
7,68,0,1.2310917930265075,3,1,64,52,3,2,3
7,69,0,1.2211203525860128,2,1,51,35,2,0,1
7,70,0,1.6255775827080468,1,1,32,38,1,0,0
7,71,0,1.1393349483064412,1,1,41,35,1,0,0
7,72,0,1.320630638226021,3,1,54,45,3,2,3
7,73,0,1.0551083109444337,3,1,51,47,3,1,2
7,74,0,1.7709302797895816,2,1,45,36,2,0,1
7,75,0,1.108468641657737,3,1,57,54,3,2,3
7,76,0,1.1241943196955615,1,1,38,34,1,0,0
7,77,0,1.7790458779104483,3,1,44,45,3,1,2
7,78,0,1.0569754173427557,3,1,57,53,3,2,3
7,79,0,1.1217984842646729,3,1,52,33,3,1,2
7,80,0,1.1107579803438057,3,1,57,49,3,2,3
7,1,1,2.3962347939202573,2,0,52,52,3,2,3
7,2,1,1.5642781244421258,1,1,40,41,1,0,0
7,3,1,1.1954167487294851,1,1,35,33,1,0,0
7,4,1,1.6342447793554131,2,1,45,44,2,0,1
7,5,1,1.1419898575504703,2,0,62,50,3,2,3
7,6,1,1.1358065609504138,3,1,49,53,3,2,3
7,7,1,1.4034878366724115,1,1,37,29,1,0,0
7,8,1,1.4897515656216456,2,1,50,36,2,0,1
7,9,1,1.1381924976458322,2,0,55,47,3,2,3
7,10,1,1.7205016815905765,2,1,55,35,2,0,1
7,11,1,1.052957213225909,3,1,49,45,3,1,2
7,12,1,1.2156757064881276,1,1,34,38,1,0,0
7,13,1,1.1316763987169909,3,1,54,40,3,2,3
7,14,1,1.2219330729396916,3,1,60,56,3,2,3
7,15,1,1.662650738121556,2,1,48,32,2,0,1
7,16,1,1.1336179163024551,3,1,51,46,3,1,2
7,17,1,0.887180693232267,3,1,61,40,3,1,2
7,18,1,1.451521282111571,1,1,43,31,1,0,0
7,19,1,0.9114967673799584,3,1,52,57,3,2,3
7,20,1,1.1570837231672613,3,1,59,43,3,2,3
7,21,1,1.6848191279077582,2,1,46,41,2,0,1
7,22,1,0.9986319264271516,3,1,50,40,3,1,2
7,23,1,1.1604704561987091,3,1,54,39,3,1,2
7,24,1,1.1499405905176443,3,1,57,51,3,2,3
7,25,1,1.1153161775723677,3,1,56,56,3,2,3
7,26,1,1.680618309179863,2,1,42,32,2,0,1
7,27,1,1.819590076278245,1,1,42,40,1,0,0
7,28,1,1.7764653798537893,2,1,51,38,2,0,1
7,29,1,1.4061263618013982,3,1,53,35,3,1,2
7,30,1,0.9529219532460048,3,1,48,49,3,2,3
7,31,1,1.9701450710949755,2,1,51,30,2,0,1
7,32,1,1.3659504646775529,3,1,55,42,3,1,2
7,33,1,1.1416365750783368,2,1,50,34,2,0,1
7,34,1,1.2661319528806416,1,1,38,37,1,0,0
7,35,1,1.6024350207719635,1,1,38,39,1,0,0
7,36,1,1.5850596671907624,2,1,48,31,2,0,1
7,37,1,1.3799325998484164,1,1,44,37,1,0,0
7,38,1,1.4904530105300182,3,1,51,52,3,2,3
7,39,1,1.4305786289021398,2,1,46,35,2,0,1
7,40,1,1.7798906838218045,3,1,56,46,3,1,2
7,41,1,1.6117650913909074,1,1,39,39,1,0,0
7,42,1,1.546623558240526,1,1,38,26,1,0,0
7,43,1,1.228293181443405,1,0,64,48,3,1,2
7,44,1,2.019320967195199,1,1,36,42,1,0,0
7,45,1,1.5458282460087958,1,1,43,33,1,0,0
7,46,1,1.801181499467475,2,1,52,36,2,0,1
7,47,1,0.9857188547366604,3,1,46,49,3,2,3
7,48,1,1.1161367486477047,3,1,51,32,3,1,2
7,49,1,1.5932309030345095,2,1,53,35,2,0,1
7,50,1,1.7055054379900412,2,1,45,46,2,0,1
7,51,1,1.3637655747224926,2,1,53,28,2,0,1
7,52,1,1.2341095421425052,3,1,60,44,3,1,2
7,53,1,1.5679577235227953,1,1,37,33,1,0,0
7,54,1,1.193497076630365,3,1,54,55,3,2,3
7,55,1,1.0445808346134982,3,1,47,50,3,1,2
7,56,1,0.9580983094665498,1,1,47,37,1,0,0
7,57,1,1.220232197038058,1,1,36,39,1,0,0
7,58,1,1.3252905534998265,2,1,44,34,2,0,1
7,59,1,1.6919192522561843,1,1,34,30,1,0,0
7,60,1,0.9911133244836492,3,1,44,48,3,2,3
7,61,1,1.27963280468407,2,1,50,42,2,0,1
7,62,1,1.1748772130074483,1,1,42,36,1,0,0
7,63,1,1.1651324194865538,3,1,57,40,3,1,2
7,64,1,1.1421909042906009,3,1,55,60,3,2,3
7,65,1,0.991960178409272,3,1,53,47,3,2,3
7,66,1,1.3235476933045902,3,1,56,49,3,2,3
7,67,1,1.3833715572452547,1,0,53,41,3,1,2
7,68,1,1.4015244736006025,2,1,54,40,2,0,1
7,69,1,1.2364080968930011,3,1,58,44,3,2,3
7,70,1,1.0711268550317072,3,1,52,33,3,1,2
7,71,1,1.7568259464301264,2,1,58,34,2,0,1
7,72,1,1.5110079063592818,3,1,59,47,3,2,3
7,73,1,1.1370548256847997,3,1,54,41,3,1,2
7,74,1,1.793340676602611,1,1,43,38,1,0,0
7,75,1,1.2051533501930862,3,1,48,39,3,1,2
7,76,1,1.1471194507771545,3,1,57,41,3,1,2
7,77,1,1.215712912081699,3,1,50,30,3,1,2
7,78,1,1.9468379853410624,1,1,37,36,1,0,0
7,79,1,1.4344442559511208,2,1,54,43,2,0,1
7,80,1,1.313931924686358,3,1,58,45,3,1,2
7,1,2,1.205199089179814,1,0,47,30,3,1,2
7,2,2,0.9533103932972152,3,1,56,48,3,2,3
7,3,2,1.4599218955602282,2,1,51,36,2,0,1
7,4,2,1.1978078054603432,3,1,52,41,3,1,2
7,5,2,1.514238990301692,3,1,56,50,3,2,3
7,6,2,1.5622482009046053,1,1,39,35,1,0,0
7,7,2,2.400758857576648,0,0,40,34,1,0,0
7,8,2,1.3298514814139253,3,1,58,54,3,2,3
7,9,2,1.404349709369626,3,1,54,50,3,2,3
7,10,2,1.36658944514852,3,1,48,36,3,1,2
7,11,2,1.6672478476223205,0,0,45,37,2,0,1
7,12,2,1.2084284664433649,3,1,54,43,3,1,2
7,13,2,1.0755771901722255,3,1,59,48,3,2,3
7,14,2,1.1546824263643884,3,1,51,42,3,1,2
7,15,2,1.3321752950078007,3,1,44,55,3,2,3
7,16,2,2.210383296122245,1,1,37,33,1,0,0
7,17,2,1.3766786464127565,3,1,59,45,3,2,3
7,18,2,1.8373135922956865,0,0,50,38,2,0,1
7,19,2,0.9676208934324676,2,1,57,39,2,0,1
7,20,2,1.7688419878436434,0,0,42,34,1,0,0
7,21,2,2.2466297364171623,2,1,44,46,2,0,1
7,22,2,1.0621985365573892,3,1,54,46,3,2,3
7,23,2,1.0857896136319596,3,1,56,39,3,1,2
7,24,2,1.6883062136412263,2,1,53,33,2,0,1
7,25,2,2.0879905463659725,0,0,45,37,1,0,0
7,26,2,1.2393944431225918,1,1,40,30,1,0,0
7,27,2,0.9795642303374734,3,1,60,47,3,2,3
7,28,2,1.3358712782032849,2,1,51,39,2,0,1
7,29,2,1.4515284501617316,2,1,47,36,2,0,1
7,30,2,1.0477590115192472,3,1,51,41,3,1,2
7,31,2,1.5272769908663122,2,1,58,40,2,0,1
7,32,2,1.2478899479019674,3,1,58,40,3,1,2
7,33,2,1.9643215423459424,1,1,34,29,1,0,0
7,34,2,1.370524022013342,2,1,42,43,2,0,1
7,35,2,1.076797124041832,3,1,50,47,3,1,2
7,36,2,1.4388877643773412,2,1,53,30,2,0,1
7,37,2,1.005515302592357,2,1,49,42,2,0,1
7,38,2,1.093902822402697,3,1,57,44,3,1,2
7,39,2,1.0691836307676112,1,1,35,32,1,0,0
7,40,2,2.033492543691864,1,1,50,38,1,0,0
7,41,2,1.0728765419414683,3,1,53,38,3,1,2
7,42,2,1.349828837202267,1,1,34,31,1,0,0
7,43,2,1.1025102852986493,1,1,45,26,1,0,0
7,44,2,1.6728211772872328,3,1,60,53,3,2,3
7,45,2,0.9734741183897312,3,1,49,46,3,2,3
7,46,2,1.4835822637862748,2,1,51,37,2,0,1
7,47,2,1.1452035333709318,3,1,57,54,3,2,3
7,48,2,1.1864901369337986,3,1,50,33,3,1,2
7,49,2,1.4271809731278609,1,1,41,35,1,0,0
7,50,2,1.5719336020101764,3,1,53,40,3,2,3
7,51,2,1.0983633976150031,3,1,61,36,3,1,2
7,52,2,1.4391966732057426,3,1,53,56,3,2,3
7,53,2,1.2977300833167646,3,1,55,46,3,1,2
7,54,2,1.0838788162614037,3,1,64,35,3,1,2
7,55,2,1.1900492445045074,2,1,48,41,2,0,1
7,56,2,1.3335150377158698,3,1,52,43,3,1,2
7,57,2,1.5475734955543885,2,1,50,39,2,0,1
7,58,2,1.3746579389398903,3,1,54,55,3,2,3
7,59,2,1.1209284195099372,3,1,52,56,3,2,3
7,60,2,1.44936165099989,2,1,49,34,2,0,1
7,61,2,1.2684250462596085,1,1,38,44,1,0,0
7,62,2,1.1267335161298888,1,1,43,33,1,0,0
7,63,2,2.3926323367127225,3,1,55,37,3,1,2
7,64,2,1.3360699355935142,3,1,51,48,3,1,2
7,65,2,1.3707090259747474,1,1,44,40,1,0,0
7,66,2,1.2837718416460575,1,1,39,36,1,0,0
7,67,2,1.300051166224648,2,1,60,36,2,0,1
7,68,2,1.2329636781244062,3,1,48,47,3,2,3
7,69,2,1.3293555206105343,1,1,46,28,1,0,0
7,70,2,1.4727868389136347,1,1,32,32,1,0,0
7,71,2,1.4645179810538589,2,1,43,41,2,0,1
7,72,2,1.413988688816744,1,1,40,31,1,0,0
7,73,2,1.6872938118906404,1,1,38,38,1,0,0
7,74,2,1.570444695591732,2,1,52,42,2,0,1
7,75,2,1.2791238731228989,3,1,55,37,3,1,2
7,76,2,1.3289926807381107,2,1,52,35,2,0,1
7,77,2,1.215040822045694,3,1,62,49,3,2,3
7,78,2,1.1174618139193626,3,1,49,42,3,1,2
7,79,2,1.2851713181053128,3,1,57,52,3,2,3
7,80,2,0.8288447117026863,3,1,46,44,3,2,3
8,1,0,2.2279846139508663,1,1,34,37,1,0,0
8,2,0,2.2153623602953303,1,1,41,35,1,0,0
8,3,0,1.5749189242328612,2,0,51,51,3,2,3
8,4,0,1.971865744468687,2,0,55,43,3,2,3
8,5,0,1.6452016560247102,3,1,53,48,3,1,2
8,6,0,2.448568045446791,2,1,47,33,2,0,1
8,7,0,1.6258564539925828,2,1,52,46,2,0,1
8,8,0,2.567150805876736,1,1,38,32,1,0,0
8,9,0,1.9909583580661088,2,0,54,48,3,2,3
8,10,0,2.1611213834203227,2,0,48,51,3,2,3
8,11,0,1.3906420081189026,2,0,60,45,3,2,3
8,12,0,1.994476505350576,1,0,61,33,3,1,2
8,13,0,1.8769170694145032,1,1,43,38,1,0,0
8,14,0,2.149070867098544,3,1,46,41,3,1,2
8,15,0,1.47737541502147,2,0,50,58,3,2,3
8,16,0,1.5540076739098367,2,1,54,35,2,0,1
8,17,0,2.0494349699129093,1,1,38,37,1,0,0
8,18,0,2.00604198361134,2,0,57,50,3,2,3
8,19,0,2.310458833717348,2,1,50,30,2,0,1
8,20,0,1.9511080952206608,2,0,50,53,3,2,3
8,21,0,1.4499951700995553,2,1,44,39,2,0,1
8,22,0,2.6203903037439886,0,0,57,34,2,0,1
8,23,0,1.67881161920468,3,1,58,36,3,1,2
8,24,0,3.2001940834911693,3,1,49,44,3,1,2
8,25,0,1.820042004773768,3,1,59,37,3,1,2
8,26,0,1.5306995641485628,2,1,52,42,2,0,1
8,27,0,2.8762122111488684,1,1,42,41,1,0,0
8,28,0,2.383174606533885,3,1,64,40,3,1,2
8,29,0,2.9234066533840632,3,1,53,34,3,1,2
8,30,0,2.1400821322013144,2,1,48,36,2,0,1
8,31,0,1.986957903407074,1,1,43,26,1,0,0
8,32,0,1.9983639778856737,2,1,49,38,2,0,1
8,33,0,2.1742238964361604,2,1,54,29,2,0,1
8,34,0,1.9315481930198075,3,1,54,60,3,2,3
8,35,0,2.414808577220356,1,1,37,43,1,0,0
8,36,0,2.807684286302901,2,1,47,33,2,0,1
8,37,0,1.9035624185275992,1,1,32,40,1,0,0
8,38,0,1.400452338098603,2,1,44,28,2,0,1
8,39,0,1.4533972632384575,3,1,55,41,3,1,2
8,40,0,1.6517348217389554,1,1,36,39,1,0,0
8,41,0,1.4332942959049433,2,1,50,41,2,0,1
8,42,0,1.3126771745728547,3,1,49,55,3,2,3
8,43,0,1.677999922858362,2,0,56,49,3,2,3
8,44,0,1.8609995607012024,2,0,51,51,3,2,3
8,45,0,2.8013484126349795,1,0,57,43,3,1,2
8,46,0,1.5979710322026222,3,1,48,39,3,1,2
8,47,0,1.9174817479256487,1,1,44,34,1,0,0
8,48,0,3.0154253026025803,3,1,57,47,3,2,3
8,49,0,2.5231215697890548,3,1,52,45,3,1,2
8,50,0,2.8435228304106204,0,0,39,40,1,0,0
8,51,0,2.0512194730667943,0,0,37,31,1,0,0
8,52,0,1.5002462737229507,3,1,58,42,3,1,2
8,53,0,1.823920602580074,1,1,45,32,1,0,0
8,54,0,1.7681272308423104,3,1,59,35,3,1,2
8,55,0,2.6049370116129467,3,1,52,40,3,1,2
8,56,0,2.505288485005168,0,0,42,39,1,0,0
8,57,0,1.2094227774009596,1,1,38,37,1,0,0
8,58,0,2.2001749686910443,2,1,42,31,2,0,1
8,59,0,1.5234482280748125,3,1,54,40,3,1,2
8,60,0,3.1177993949481784,2,1,53,30,2,0,1
8,61,0,2.186444056611436,2,0,62,53,3,2,3
